Transition	Tag	Frequency(Ghz)	Eup(K)	Aij	Tau	Tex	Intensity(K)
CH3COOH, vt=0 (7 5 2 0 1 _ 7 2 5 0 2) 	60523	90468.364	26.082	7.01E-8	0.000E0	0	0.00E0	
C2H5CN (7 4 4 _ 8 3 5) 	55001	90482.480	29.831	5.47E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (9 7 2 1 0 _ 9 5 4 1 0) 	60524	90500.549	149.979	1.00E-7	0.000E0	0	0.00E0	
C2H5OH,v=0 (6 2 5 0 _ 5 1 5 1) 	46524	90502.761	79.163	1.36E-6	0.000E0	0	0.00E0	
C2H5CN (7 4 3 _ 8 3 6) 	55001	90515.641	29.831	5.47E-7	0.000E0	0	0.00E0	
HC5N, v=0 (34 _ 33) 	75503	90525.890	76.032	7.98E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (20 5 16 0 1 _ 21 2 19 0 2) 	60523	90529.309	146.738	2.63E-10	0.000E0	0	0.00E0	
CH3COOH, vt=0 (20 4 16 0 1 _ 21 3 19 0 2) 	60523	90529.309	146.738	2.63E-10	0.000E0	0	0.00E0	
CH3COOH, vt=0 (20 4 16 0 1 _ 21 2 19 0 2) 	60523	90529.309	146.738	1.04E-9	0.000E0	0	0.00E0	
CH3COOH, vt=0 (20 5 16 0 1 _ 21 3 19 0 2) 	60523	90529.309	146.738	1.04E-9	0.000E0	0	0.00E0	
C2H5CN (23 3 20 _ 23 2 21) 	55001	90530.966	129.437	4.78E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 3 10 1 _ 13 2 11 1) 	58003	90537.899	60.144	9.10E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 4 10 1 _ 13 3 11 1) 	58003	90537.953	60.144	9.10E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 3 10 1 _ 13 2 11 2) 	58003	90537.985	60.144	9.10E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 4 10 1 _ 13 3 11 2) 	58003	90538.037	60.144	9.10E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 0 8 1 0 _ 7 1 7 1 0) 	60524	90562.114	125.446	8.54E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 1 8 1 0 _ 7 1 7 1 0) 	60524	90562.140	125.446	2.33E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 0 8 1 0 _ 7 0 7 1 0) 	60524	90562.269	125.445	2.33E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 1 8 1 0 _ 7 0 7 1 0) 	60524	90562.296	125.445	8.54E-6	0.000E0	0	0.00E0	
C3H7CN (21 3 19 0 _ 22 1 22 0) 	69002	90565.303	58.301	1.77E-9	0.000E0	0	0.00E0	
CH3COOH, vt=0 (9 5 4 0 0 _ 8 7 1 0 0) 	60523	90619.380	40.611	1.29E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 6 3 1 0 _ 7 6 1 1 0) 	60524	90622.974	138.718	9.02E-9	0.000E0	0	0.00E0	
CH3COOH, vt=1 (6 2 4 1 0 _ 5 3 3 1 0) 	60524	90629.740	122.099	3.20E-6	0.000E0	0	0.00E0	
CH3CHO (4 2 3 1 _ 5 0 5 2) 	44003	90636.495	18.284	3.21E-9	0.000E0	0	0.00E0	
CH3SH,v=0-2 (1 1 1 2 _ 0 0 0 1) 	48510	90637.392	5.776	8.09E-7	0.000E0	0	0.00E0	
CH3NH2 (7 1 6 _ 7 0 7) 	31008	90641.370	64.464	3.66E-7	0.000E0	0	0.00E0	
HNC (1 _ 0) 	27002	90663.593	4.351	2.69E-5	0.000E0	0	0.00E0	
CH3CHO (11 1 10 2 _ 11 0 11 2) 	44003	90682.574	64.871	3.14E-6	0.000E0	0	0.00E0	
CCS (7 7 _ 6 6) 	56502	90686.381	26.116	3.29E-5	0.000E0	0	0.00E0	
CH3COCH3 (13 3 10 0 _ 13 2 11 1) 	58003	90690.183	60.065	9.15E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 4 10 0 _ 13 3 11 1) 	58003	90690.238	60.065	9.15E-6	0.000E0	0	0.00E0	
C6H (33 1 32.5 _ 32 -1 31.5) 	73501	90712.181	95.04	1.31E-4	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 6 2 0 0 _ 8 4 5 0 0) 	60523	90727.049	34.41	2.18E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (7 1 6 1 0 _ 6 2 5 1 0) 	60524	90742.367	124.344	6.67E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (7 2 6 1 0 _ 6 2 5 1 0) 	60524	90752.611	124.345	2.06E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (6 3 4 0 1 _ 5 2 3 0 2) 	60523	90757.201	16.966	4.46E-6	0.000E0	0	0.00E0	
C6H (33 -1 32.5 _ 32 1 31.5) 	73501	90759.297	95.094	1.31E-4	0.000E0	0	0.00E0	
CH3COOH, vt=0 (13 7 7 0 0 _ 12 9 3 0 0) 	60523	90762.796	78.438	2.50E-9	0.000E0	0	0.00E0	
CH3COOH, vt=0 (9 3 6 0 0 _ 8 4 4 0 0) 	60523	90771.090	36.331	2.25E-9	0.000E0	0	0.00E0	
CH3COCH3 (13 6 7 1 _ 12 9 4 1) 	58003	90786.615	70.469	1.65E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 7 1 1 0 _ 8 6 3 1 0) 	60524	90788.976	143.075	1.62E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (7 1 6 1 0 _ 6 1 5 1 0) 	60524	90792.734	124.344	2.05E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (7 2 6 1 0 _ 6 1 5 1 0) 	60524	90802.978	124.345	6.68E-6	0.000E0	0	0.00E0	
CH3COCH3 (9 7 2 1 _ 8 8 0 2) 	58003	90808.492	38.654	3.91E-7	0.000E0	0	0.00E0	
CH3COCH3 (12 2 10 1 _ 12 1 11 1) 	58003	90841.134	48.629	6.78E-6	0.000E0	0	0.00E0	
CH3COCH3 (12 3 10 1 _ 12 2 11 1) 	58003	90841.141	48.629	6.78E-6	0.000E0	0	0.00E0	
CH3COCH3 (12 2 10 1 _ 12 1 11 2) 	58003	90841.223	48.629	6.78E-6	0.000E0	0	0.00E0	
CH3COCH3 (12 3 10 1 _ 12 2 11 2) 	58003	90841.230	48.629	6.78E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 3 10 0 _ 13 2 11 0) 	58003	90842.196	59.986	9.21E-6	0.000E0	0	0.00E0	
CH3COCH3 (13 4 10 0 _ 13 3 11 0) 	58003	90842.253	59.986	9.21E-6	0.000E0	0	0.00E0	
C6H- (33 _ 32) 	73502	90868.306	74.139	2.89E-4	0.000E0	0	0.00E0	
CH3OCHO (9 4 6 1 _ 9 3 6 2) 	60003	90876.840	37.234	6.31E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 3 14 0 0 _ 18 1 17 0 0) 	60523	90878.335	104.944	5.24E-10	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 4 14 0 0 _ 18 2 17 0 0) 	60523	90878.335	104.944	5.24E-10	0.000E0	0	0.00E0	
CH3COCH3 (13 6 7 0 _ 12 9 4 1) 	58003	90878.489	70.404	1.52E-7	0.000E0	0	0.00E0	
CH3C3N (22 3 _ 21 3) 	65503	90880.623	117.544	9.46E-5	0.000E0	0	0.00E0	
CH3COCH3 (7 3 5 1 _ 6 2 4 2) 	58003	90884.830	19.843	2.03E-5	0.000E0	0	0.00E0	
CH3C3N (22 2 _ 21 2) 	65503	90884.996	80.113	9.56E-5	0.000E0	0	0.00E0	
CH3C3N (22 1 _ 21 1) 	65503	90887.621	57.651	9.62E-5	0.000E0	0	0.00E0	
CH3C3N (22 0 _ 21 0) 	65503	90888.496	50.164	9.64E-5	0.000E0	0	0.00E0	
CH3OCH3 (15 3 12 0 _ 14 4 11 0) 	46008	90889.200	122.537	8.08E-7	0.000E0	0	0.00E0	
CH3COCH3 (7 3 5 1 _ 6 2 4 1) 	58003	90889.584	19.843	2.03E-5	0.000E0	0	0.00E0	
CH3OCH3 (15 3 12 1 _ 14 4 11 1) 	46008	90892.260	122.537	8.08E-7	0.000E0	0	0.00E0	
CH3OCH3 (15 3 12 3 _ 14 4 11 3) 	46008	90895.320	122.537	8.08E-7	0.000E0	0	0.00E0	
CH3OCH3 (15 3 12 2 _ 14 4 11 2) 	46008	90895.320	122.537	8.07E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 8 3 0 0 _ 10 5 5 0 0) 	60523	90898.339	52.901	1.21E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 6 2 0 0 _ 7 7 0 0 0) 	60523	90901.780	34.41	1.30E-7	0.000E0	0	0.00E0	
C3H7CN (24 3 22 0 _ 25 0 25 0) 	69002	90922.769	72.952	1.47E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 3 5 1 0 _ 7 5 3 1 0) 	60524	90931.438	134.991	8.65E-8	0.000E0	0	0.00E0	
CH3COCH3 (7 3 5 0 _ 6 2 4 1) 	58003	90936.208	19.746	2.03E-5	0.000E0	0	0.00E0	
CH3OCH3 (6 0 6 0 _ 5 1 5 0) 	46008	90937.539	18.976	2.87E-6	0.000E0	0	0.00E0	
CH3OCH3 (6 0 6 1 _ 5 1 5 1) 	46008	90938.099	18.976	2.87E-6	0.000E0	0	0.00E0	
CH3OCH3 (6 0 6 3 _ 5 1 5 3) 	46008	90938.674	18.977	2.87E-6	0.000E0	0	0.00E0	
CH3OCH3 (6 0 6 2 _ 5 1 5 2) 	46008	90938.674	18.977	2.87E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (10 3 7 1 0 _ 9 5 5 1 0) 	60524	90944.105	148.363	3.16E-9	0.000E0	0	0.00E0	
CH3COCH3 (9 7 3 1 _ 8 8 1 2) 	58003	90967.220	38.462	3.91E-7	0.000E0	0	0.00E0	
C2H3CHO (10 1 9 0 _ 9 1 8 0) 	56008	90974.445	26.089	3.85E-5	0.000E0	0	0.00E0	
HC3N, v=0 (10 _ 9) 	51501	90979.023	24.015	5.81E-5	0.000E0	0	0.00E0	
C2H5OH,v=0 (7 2 6 1 _ 6 3 4 0) 	46524	90981.716	89.673	5.24E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (15 9 6 0 0 _ 14 12 2 0 0) 	60523	90983.691	108.853	3.65E-9	0.000E0	0	0.00E0	
CH3COCH3 (7 3 5 0 _ 6 2 4 0) 	58003	90985.095	19.648	2.03E-5	0.000E0	0	0.00E0	
CH3COCH3 (12 2 10 0 _ 12 1 11 1) 	58003	91005.102	48.541	6.82E-6	0.000E0	0	0.00E0	
CH3COCH3 (12 3 10 0 _ 12 2 11 1) 	58003	91005.110	48.541	6.82E-6	0.000E0	0	0.00E0	
C2H5OH,v=0 (14 2 13 2 _ 13 3 10 2) 	46524	91007.739	92.563	9.91E-7	0.000E0	0	0.00E0	
CH3COOH, vt=1 (10 4 7 1 0 _ 9 5 5 1 0) 	60524	91009.971	148.366	4.35E-8	0.000E0	0	0.00E0	
C2H3CHO (3 2 2 0 _ 4 1 3 0) 	56008	91018.337	10.799	1.91E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (4 3 1 0 2 _ 3 2 2 0 1) 	60523	91024.622	9.402	1.97E-6	0.000E0	0	0.00E0	
CH3COCH3 (9 7 2 0 _ 8 8 0 1) 	58003	91057.152	38.551	3.41E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (7 5 2 0 0 _ 7 3 5 0 0) 	60523	91062.482	26.563	1.18E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 6 2 0 0 _ 8 3 5 0 0) 	60523	91071.232	34.41	1.01E-7	0.000E0	0	0.00E0	
CH3COCH3 (11 1 10 1 _ 11 0 11 1) 	58003	91077.514	37.988	3.83E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 2 10 1 _ 11 1 11 1) 	58003	91077.514	37.988	3.83E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 1 10 1 _ 11 0 11 2) 	58003	91077.621	37.988	3.83E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 2 10 1 _ 11 1 11 2) 	58003	91077.621	37.988	3.83E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (12 8 5 0 0 _ 11 10 2 0 0) 	60523	91077.987	71.201	2.76E-9	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 7 9 0 0 _ 16 7 10 0 0) 	60523	91104.880	115.2	7.50E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 7 9 0 0 _ 16 6 10 0 0) 	60523	91109.457	115.2	4.22E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 4 4 1 0 _ 7 6 2 1 0) 	60524	91133.984	136.823	1.72E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (7 5 2 0 0 _ 7 2 5 0 0) 	60523	91145.635	26.563	5.62E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (9 7 2 0 1 _ 9 5 5 0 2) 	60523	91159.530	42.881	5.66E-8	0.000E0	0	0.00E0	
CH3OCH3 (5 4 2 2 _ 6 3 3 2) 	46008	91165.050	36.15	9.14E-8	0.000E0	0	0.00E0	
CH3COCH3 (12 2 10 0 _ 12 1 11 0) 	58003	91168.776	48.453	6.87E-6	0.000E0	0	0.00E0	
CH3COCH3 (12 3 10 0 _ 12 2 11 0) 	58003	91168.784	48.453	6.87E-6	0.000E0	0	0.00E0	
CH3OCH3 (5 4 2 1 _ 6 3 3 1) 	46008	91175.250	36.15	1.14E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 2 3 _ 6 3 3 3) 	46008	91176.730	36.15	2.74E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 2 0 _ 6 3 3 0) 	46008	91184.480	36.15	2.74E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 1 2 _ 6 3 3 2) 	46008	91185.230	36.151	1.83E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 1 1 _ 6 3 3 1) 	46008	91185.230	36.15	1.60E-7	0.000E0	0	0.00E0	
CH3CHO (11 1 10 0 _ 11 0 11 0) 	44003	91188.823	64.807	3.22E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 8 9 0 0 _ 16 7 10 0 0) 	60523	91190.673	115.204	4.23E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 8 9 0 0 _ 16 6 10 0 0) 	60523	91195.251	115.204	7.52E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 4 4 0 0 _ 7 6 2 0 0) 	60523	91196.807	31.974	1.85E-8	0.000E0	0	0.00E0	
C3H7CN (22 5 18 0 _ 23 4 19 0) 	69002	91215.043	79.432	7.00E-7	0.000E0	0	0.00E0	
C3H7CN (22 5 17 0 _ 23 4 20 0) 	69002	91220.446	79.432	7.00E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 2 2 _ 6 3 4 2) 	46008	91223.270	36.15	1.83E-7	0.000E0	0	0.00E0	
C3H7CN (24 2 23 0 _ 24 0 24 0) 	69002	91223.409	67.714	5.09E-8	0.000E0	0	0.00E0	
CH3OCH3 (5 4 2 1 _ 6 3 4 1) 	46008	91230.910	36.15	1.60E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 1 3 _ 6 3 4 3) 	46008	91231.590	36.15	2.74E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 1 0 _ 6 3 4 0) 	46008	91239.390	36.15	2.74E-7	0.000E0	0	0.00E0	
CH3OCH3 (5 4 1 1 _ 6 3 4 1) 	46008	91240.920	36.151	1.14E-7	0.000E0	0	0.00E0	
C2H5OH,v=0 (7 2 6 0 _ 7 1 7 0) 	46524	91241.609	84.942	7.12E-9	0.000E0	0	0.00E0	
CH3OCH3 (5 4 1 2 _ 6 3 4 2) 	46008	91243.290	36.151	9.16E-8	0.000E0	0	0.00E0	
CH3COCH3 (11 1 10 0 _ 11 0 11 1) 	58003	91252.288	37.891	3.85E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 2 10 0 _ 11 1 11 1) 	58003	91252.289	37.891	3.85E-6	0.000E0	0	0.00E0	
C3H7CN (7 4 4 1 _ 6 3 3 1) 	69002	91261.319	145.455	1.00E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (6 3 3 0 0 _ 5 4 2 0 0) 	60523	91269.118	18.877	1.58E-6	0.000E0	0	0.00E0	
C2H3CHO (22 4 19 0 _ 23 3 20 0) 	56008	91281.123	141.129	3.11E-7	0.000E0	0	0.00E0	
CH3NH2 (6 3 0 _ 7 -2 1) 	31008	91294.866	80.118	7.69E-7	0.000E0	0	0.00E0	
C3H7CN (33 4 29 0 _ 34 2 32 0) 	69002	91323.738	135.574	3.06E-9	0.000E0	0	0.00E0	
CH3COCH3 (6 6 1 0 _ 6 3 4 0) 	58003	91329.513	19.689	3.41E-8	0.000E0	0	0.00E0	
C2H5CN (14 3 12 _ 15 0 15) 	55001	91342.476	55.176	3.11E-8	0.000E0	0	0.00E0	
CH3OCH3 (9 3 7 2 _ 10 0 10 2) 	46008	91345.408	53.638	1.99E-8	0.000E0	0	0.00E0	
C2H3CHO (13 3 10 0 _ 14 2 13 0) 	56008	91349.766	57.437	2.97E-7	0.000E0	0	0.00E0	
CH3OCH3 (9 3 7 1 _ 10 0 10 1) 	46008	91351.858	53.638	1.99E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (17 12 5 0 0 _ 17 10 7 0 0) 	60523	91354.780	142.611	8.80E-8	0.000E0	0	0.00E0	
CH3OCHO (9 4 5 0 _ 9 3 6 0) 	60003	91356.766	37.242	1.03E-6	0.000E0	0	0.00E0	
CH3OCH3 (9 3 7 0 _ 10 0 10 0) 	46008	91358.237	53.638	1.99E-8	0.000E0	0	0.00E0	
C2H3CN (4 2 2 0 4 _ 5 1 5 0 4) 	53001	91365.765	13.212	1.79E-8	0.000E0	0	0.00E0	
C2H3CN (4 2 2 0 3 _ 5 1 5 0 4) 	53001	91366.406	13.212	4.48E-7	0.000E0	0	0.00E0	
CH3OCHO (9 4 5 2 _ 9 3 6 2) 	60003	91366.495	37.258	9.71E-7	0.000E0	0	0.00E0	
C2H3CN (4 2 2 0 5 _ 5 1 5 0 6) 	53001	91366.527	13.212	4.34E-7	0.000E0	0	0.00E0	
C2H3CN (4 2 2 0 4 _ 5 1 5 0 5) 	53001	91367.268	13.212	4.30E-7	0.000E0	0	0.00E0	
C2H3CN (4 2 2 0 5 _ 5 1 5 0 5) 	53001	91367.787	13.212	1.47E-8	0.000E0	0	0.00E0	
C3H7CN (7 4 3 1 _ 6 3 4 1) 	69002	91371.001	145.456	1.01E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 7 9 0 2 _ 16 7 10 0 1) 	60523	91372.165	115.009	7.96E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 7 9 0 2 _ 16 6 10 0 1) 	60523	91380.620	115.009	4.25E-6	0.000E0	0	0.00E0	
CH3OCHO (14 2 12 2 _ 14 2 13 1) 	60003	91381.738	66.972	4.08E-7	0.000E0	0	0.00E0	
CH3COCH3 (11 1 10 0 _ 11 0 11 0) 	58003	91426.739	37.794	3.88E-6	0.000E0	0	0.00E0	
CH3COCH3 (11 2 10 0 _ 11 1 11 0) 	58003	91426.740	37.794	3.88E-6	0.000E0	0	0.00E0	
CH3OCHO (14 2 12 0 _ 14 2 13 0) 	60003	91439.692	66.96	4.09E-7	0.000E0	0	0.00E0	
C3H7CN (21 1 21 0 _ 20 1 20 0) 	69002	91463.178	49.357	5.61E-5	0.000E0	0	0.00E0	
CH3OCH3 (3 2 2 2 _ 3 1 3 2) 	46008	91473.820	11.083	2.45E-6	0.000E0	0	0.00E0	
CH3OCH3 (3 2 2 3 _ 3 1 3 3) 	46008	91473.820	11.083	2.45E-6	0.000E0	0	0.00E0	
CH3OCH3 (3 2 2 1 _ 3 1 3 1) 	46008	91476.530	11.083	2.45E-6	0.000E0	0	0.00E0	
CH3OCH3 (3 2 2 0 _ 3 1 3 0) 	46008	91479.310	11.083	2.45E-6	0.000E0	0	0.00E0	
C2H5OH,v=0 (5 2 4 0 _ 4 0 4 1) 	46524	91484.884	74.198	1.06E-8	0.000E0	0	0.00E0	
C2H5OH,v=0 (6 2 5 2 _ 6 1 6 2) 	46524	91485.187	22.627	4.10E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 8 9 0 2 _ 16 7 10 0 1) 	60523	91512.885	115.016	4.27E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 4 6 0 1 _ 9 6 3 0 2) 	60523	91514.613	45.768	2.28E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (16 8 9 0 2 _ 16 6 10 0 1) 	60523	91521.340	115.016	8.00E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (13 5 8 0 0 _ 12 7 5 0 0) 	60523	91526.041	74.999	7.70E-9	0.000E0	0	0.00E0	
CH3COOH, vt=1 (6 3 4 1 0 _ 5 3 3 1 0) 	60524	91542.905	122.143	2.17E-6	0.000E0	0	0.00E0	
CH3COOH, vt=0 (13 7 6 0 1 _ 12 10 3 0 2) 	60523	91543.310	80.8	2.08E-8	0.000E0	0	0.00E0	
C2H5CN (10 1 9 _ 9 1 8) 	55001	91549.180	25.321	6.24E-5	0.000E0	0	0.00E0	
CH3COOH, vt=0 (13 6 8 0 0 _ 12 7 5 0 0) 	60523	91561.971	75	3.57E-8	0.000E0	0	0.00E0	
CH3COCH3 (8 1 7 1 _ 7 2 6 1) 	58003	91610.027	21.972	2.81E-5	0.000E0	0	0.00E0	
CH3COCH3 (8 1 7 1 _ 7 2 6 2) 	58003	91610.152	21.972	2.81E-5	0.000E0	0	0.00E0	
CH3COCH3 (8 2 7 1 _ 7 1 6 1) 	58003	91612.791	21.972	2.81E-5	0.000E0	0	0.00E0	
CH3COCH3 (8 2 7 1 _ 7 1 6 2) 	58003	91612.866	21.972	2.81E-5	0.000E0	0	0.00E0	
CH3COCH3 (9 7 2 0 _ 8 8 1 0) 	58003	91619.332	38.463	4.48E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (4 3 1 0 0 _ 3 2 2 0 0) 	60523	91619.720	9.913	1.61E-6	0.000E0	0	0.00E0	
CH3COCH3 (8 1 7 0 _ 7 2 6 1) 	58003	91634.636	21.871	2.81E-5	0.000E0	0	0.00E0	
CH3COCH3 (8 2 7 0 _ 7 1 6 1) 	58003	91637.465	21.871	2.81E-5	0.000E0	0	0.00E0	
CH3COCH3 (8 1 7 0 _ 7 2 6 0) 	58003	91659.109	21.771	2.81E-5	0.000E0	0	0.00E0	
CH3COOH, vt=1 (6 5 2 1 2 _ 6 1 5 1 1) 	60524	91659.267	132.512	1.31E-9	0.000E0	0	0.00E0	
CH3COCH3 (8 2 7 0 _ 7 1 6 0) 	58003	91662.028	21.771	2.81E-5	0.000E0	0	0.00E0	
CH3NH2 (6 1 5 _ 6 0 5) 	31008	91693.442	49.492	1.31E-7	0.000E0	0	0.00E0	
CH3COCH3 (13 6 7 1 _ 12 9 4 2) 	58003	91715.712	70.469	1.39E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 6 3 0 0 _ 7 7 1 0 0) 	60523	91733.137	33.935	1.30E-7	0.000E0	0	0.00E0	
C2H5OH,v=0 (11 0 11 1 _ 11 1 11 0) 	46524	91737.135	115.3	7.62E-6	0.000E0	0	0.00E0	
C2H5OH,v=0 (8 3 6 2 _ 9 0 9 2) 	46524	91749.005	41.558	2.81E-8	0.000E0	0	0.00E0	
C2H5OH,v=0 (7 3 5 1 _ 8 2 7 0) 	46524	91757.675	95.903	4.03E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (8 6 2 0 1 _ 7 7 1 0 2) 	60523	91759.617	33.928	1.47E-7	0.000E0	0	0.00E0	
CH3OCHO (8 1 8 1 _ 7 0 7 2) 	60003	91775.935	20.154	1.54E-6	0.000E0	0	0.00E0	
CH3OCHO (20 4 16 2 _ 20 3 17 2) 	60003	91776.886	138.673	1.38E-6	0.000E0	0	0.00E0	
CH3OCHO (8 1 8 0 _ 7 0 7 0) 	60003	91777.230	20.136	1.54E-6	0.000E0	0	0.00E0	
C3H7CN (6 2 4 0 _ 5 1 5 0) 	69002	91793.523	8.576	1.51E-6	0.000E0	0	0.00E0	
CH3C5N (59 1 58 _ 58 1 57) 	89501	91800.984	139.728	1.30E-4	0.000E0	0	0.00E0	
CH3C5N (59 1 59 _ 58 1 58) 	89501	91800.984	139.728	1.30E-4	0.000E0	0	0.00E0	
CH3C5N (59 1 60 _ 58 1 59) 	89501	91800.985	139.728	1.30E-4	0.000E0	0	0.00E0	
CH3C5N (59 0 58 _ 58 0 57) 	89501	91801.503	132.178	1.30E-4	0.000E0	0	0.00E0	
CH3C5N (59 0 59 _ 58 0 58) 	89501	91801.504	132.178	1.30E-4	0.000E0	0	0.00E0	
CH3C5N (59 0 60 _ 58 0 59) 	89501	91801.504	132.178	1.30E-4	0.000E0	0	0.00E0	
C7H (52 -1 52.5 53 _ 51 1 51.5 52) 	85501	91814.352	117.843	1.58E-4	0.000E0	0	0.00E0	
C7H (52 -1 52.5 52 _ 51 1 51.5 51) 	85501	91814.374	117.843	1.58E-4	0.000E0	0	0.00E0	
C7H (52 1 52.5 53 _ 51 -1 51.5 52) 	85501	91816.222	117.847	1.58E-4	0.000E0	0	0.00E0	
C7H (52 1 52.5 52 _ 51 -1 51.5 51) 	85501	91816.245	117.847	1.58E-4	0.000E0	0	0.00E0	
CH3C6H (59 1 _ 58 1) 	88502	91824.759	139.812	1.00E-5	0.000E0	0	0.00E0	
CH3OCHO (20 4 16 0 _ 20 3 17 0) 	60003	91825.247	138.669	1.39E-6	0.000E0	0	0.00E0	
CH3C6H (59 0 _ 58 0) 	88502	91825.283	132.213	1.01E-5	0.000E0	0	0.00E0	
C2H5CN (12 5 8 _ 13 4 9) 	55001	91831.616	61.331	7.56E-7	0.000E0	0	0.00E0	
C2H5CN (12 5 7 _ 13 4 10) 	55001	91845.574	61.331	7.56E-7	0.000E0	0	0.00E0	
CH3NH2 (4 0 5 _ 3 1 5) 	31008	91848.432	21.706	1.97E-6	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 4 5 1 0 _ 7 5 3 1 0) 	60524	91850.830	135.035	8.54E-10	0.000E0	0	0.00E0	
CH3COCH3 (6 6 0 0 _ 6 3 4 1) 	58003	91878.958	19.814	1.54E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (9 3 6 1 0 _ 8 5 4 1 0) 	60524	91890.439	141.438	2.64E-8	0.000E0	0	0.00E0	
CH3COOH, vt=0 (10 5 6 0 1 _ 9 6 3 0 2) 	60523	91891.385	45.786	1.03E-7	0.000E0	0	0.00E0	
CH3COOH, vt=0 (9 8 1 0 2 _ 9 6 4 0 1) 	60523	91903.713	45.087	5.14E-8	0.000E0	0	0.00E0	
CH3COOH, vt=1 (8 4 4 1 0 _ 8 3 6 1 0) 	60524	91927.545	136.823	5.27E-8	0.000E0	0	0.00E0	
CH3COCH3 (7 4 3 0 _ 6 5 2 0) 	58003	91946.098	22.571	4.14E-6	0.000E0	0	0.00E0	
CH3SH,v=0-2 (5 1 5 2 _ 4 1 3 1) 	48510	91957.195	22.746	9.54E-9	0.000E0	0	0.00E0	
C2H5OH,v=0 (7 2 6 1 _ 7 1 7 1) 	46524	91958.101	89.673	2.82E-8	0.000E0	0	0.00E0	
CH3CN (5 4 _ 4 4) 	41001	91958.726	127.543	2.28E-5	0.000E0	0	0.00E0	
C3H7CN (30 2 29 0 _ 30 1 30 0) 	69002	91967.266	102.638	1.65E-6	0.000E0	0	0.00E0	
